cik,ticker,w_2015,dlog_shares,shares_2015_adj,shares_last_adj,ratio,contrib
898293,JBL,0.00032537934201492055,-0.5139502623363351,207815000.0,124300000.0,0.5981281428193345,-0.00016722879818739252
73124,NTRS,0.0009483603129165265,-0.17532364249518098,240554840.0,201870105.0,0.839185380763904,-0.00016626998445839507
1113169,TROW,0.0009295124393029758,-0.1761073339737743,266300000.0,223300000.0,0.8385279759669546,-0.00016369395758110677
1048695,FFIV,0.0005586039863310269,-0.2875641389829683,79136000.0,59359000.0,0.7500884553174282,-0.00016063447436173554
319201,KLAC,0.000712829287878924,-0.21740705295276408,1692600000.0,1361870000.0,0.8046023868604514,-0.00015497411473617436
1555280,ZTS,0.0015887631793670776,-0.09527860032466816,500317000.0,454848000.0,0.9091196181620852,-0.00015137513197746485
31462,ECL,0.0022656152537664774,-0.06517073576278624,305900000.0,286600000.0,0.9369074861065708,-0.000147651813043353
1058090,CMG,0.0010927566702453842,-0.12769460970809815,1564050000.0,1376555000.0,0.8801221188580928,-0.00013953913651290525
76334,PH,0.0009064130737761114,-0.1520947891296583,151588031.0,130200000.0,0.8589068618484793,-0.00013786070532034308
896878,INTU,0.0021286647823815586,-0.06475856734816308,303000000.0,284000000.0,0.9372937293729373,-0.0001378492816715191
1048286,MAR,0.001380262092739495,-0.09301250200001235,313000000.0,285200000.0,0.9111821086261981,-0.00012838163066147351
97210,TER,0.00033304739563045445,-0.3664564792025941,235599000.0,163314000.0,0.6931863038467905,-0.00012204737601032976
91142,AOS,0.0005175032341255458,-0.23245654909150693,185575340.0,147084080.0,0.7925841871015836,-0.00012029701594851854
749251,IT,0.0006261672600105821,-0.1910530167259898,94830000.0,78338000.0,0.8260887904671518,-0.00011963114400006894
313927,CHD,0.0008725240102100785,-0.13434110926795323,282400000.0,246900000.0,0.8742917847025495,-0.0001172158433945449
1086222,AKAM,0.0006965045829974095,-0.16361683253576184,181783000.0,154346000.0,0.8490672945214899,-0.00011395987371667778
1050915,PWR,0.000310760674567007,-0.35952713955260784,214978000.0,150056000.0,0.6980063076221753,-0.00011172689641251488
940944,DRI,0.0006722310041623719,-0.16601444163873924,145094529.58943954,122900000.0,0.84703400154202,-0.00011160005480826516
1022671,STLD,0.00025190075108796016,-0.4257193930608812,238996000.0,156136000.0,0.6532996368140053,-0.0001072390348647465
1501585,HII,0.0003801326161251127,-0.2462253587734348,50400000.0,39400000.0,0.7817460317460317,-9.359828978689024e-05
1013871,NRG,0.0002207491162346392,-0.42106604855064406,323000000.0,212000000.0,0.6563467492260062,-9.294995809396635e-05
814547,FICO,0.00024861761790406984,-0.36956648874588155,36292000.0,25079000.0,0.6910338366582167,-9.18807400891723e-05
1397187,LULU,0.0005578650489736315,-0.1641438642744386,146043000.0,123935000.0,0.8486199270077991,-9.157012488218081e-05
8818,AVY,0.0004365556973848169,-0.2006706954621511,95700000.0,78300000.0,0.8181818181818182,-8.760393540217559e-05
1116132,TPR,0.0005079079684839127,-0.17099923947308326,286300000.0,241300000.0,0.8428222144603563,-8.685187633306781e-05
728535,JBHT,0.0005771723734603728,-0.15017491917587983,119404000.0,102754000.0,0.8605574352618003,-8.66768145349622e-05
1060391,RSG,0.000926879366890881,-0.08980863041211694,344390000.0,314809000.0,0.9141061006417144,-8.324176649772007e-05
882184,DHI,0.0008508796140872735,-0.09569392018126202,364900000.0,331600000.0,0.9087421211290765,-8.142400587433057e-05
723125,MU,0.0011761215060132981,-0.06807753961526324,1170000000.0,1093000000.0,0.9341880341880342,-8.006745841798336e-05
1402057,CDW,0.00048570992369251264,-0.1602604639234997,158700000.0,135200000.0,0.8519218651543793,-7.784009770320973e-05
21076,CLX,0.001227749411295197,-0.06337151164324392,132969000.0,124804000.0,0.9385947100451985,-7.780433611287945e-05
